web-scraper-order,web-scraper-start-url,laptop_link,laptop_link-href,etat,marque,couleur,processeur ,RAM,stockage,prix
"1737995422-714","https://www.expat-dakar.com/ordinateurs?page=21","Acer Predator Helios Neo 16"" (2023)
                                NeufAcer
                                                                                    Sicap Sacré-cœur,
                                                                                Dakar
                                    
                                        mercredi, 14:35
                                    
                    1 200 000 F Cfa
                        
                        769454291
                    
                        773742761
                    
                        778557676","https://www.expat-dakar.com/annonce/acer-predator-helios-neo-16-2023-6209468","Neuf","Acer","","i9-13900HX","16GB","SSD 1TB","1 200 000 F Cfa"
"1737995424-715","https://www.expat-dakar.com/ordinateurs?page=21","Pc Gaming RTX 4070
                                NeufASUS
                                                                                    Sicap Sacré-cœur,
                                                                                Dakar
                                    
                                        mercredi, 14:35
                                    
                    1 550 000 F Cfa
                        
                        769454291
                    
                        773742761
                    
                        778557676","https://www.expat-dakar.com/annonce/pc-gaming-rtx-4070-6257695","Neuf","ASUS","Black","I7-12700K","64GB DDR5","SSD 2TB","1 550 000 F Cfa"
"1737995427-716","https://www.expat-dakar.com/ordinateurs?page=21","MacBook Pro M4 Pro (2024)
                                NeufApple
                                                                                    Sicap Sacré-cœur,
                                                                                Dakar
                                    
                                        mercredi, 14:35
                                    
                    1 550 000 F Cfa
                        
                        769454291
                    
                        773742761
                    
                        778557676","https://www.expat-dakar.com/annonce/macbook-pro-m4-pro-2024-6239333","Neuf","Apple","","M4 Pro","24GB","512 Go","1 550 000 F Cfa"
"1737995429-717","https://www.expat-dakar.com/ordinateurs?page=21","A l i e n w a r e - x14""
                                NeufDell
                                                                                    Sicap Sacré-cœur,
                                                                                Dakar
                                    
                                        mercredi, 14:36
                                    
                    750 000 F Cfa
                        
                        769454291
                    
                        773742761
                    
                        778557676","https://www.expat-dakar.com/annonce/a-l-i-e-n-w-a-r-e-x14-6233030","Neuf","Dell","","i7-12700H","32 Go DDR5 (4800MHz)","512 Go","750 000 F Cfa"
"1737995431-718","https://www.expat-dakar.com/ordinateurs?page=21","Barre lumineuse de jeu avec changement de couleur
                                NeufHP
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        mercredi, 15:00
                                    
                    20 000 F Cfa
                        
                        772391010
                    
                        773041633
                    
                        338357221","https://www.expat-dakar.com/annonce/barre-lumineuse-de-jeu-avec-changement-de-couleur-6256976","Neuf","HP","","","","","20 000 F Cfa"
"1737995434-719","https://www.expat-dakar.com/ordinateurs?page=21","LENEVO THINKPAD L440
                                VenantLenovo
                                                                                    Almadies 2,
                                                                                Dakar
                                    
                                        mercredi, 16:09
                                    
                    90 000 F Cfa
                        
                        782911479
                    
                        782911479","https://www.expat-dakar.com/annonce/lenevo-thinkpad-l440-5609736","Venant","Lenovo","","14 pouces","8","180ssd","90 000 F Cfa"
"1737995439-720","https://www.expat-dakar.com/ordinateurs?page=20","Lenovo t540p i5 ram 8
                                VenantLenovo
                                                                                    Médina,
                                                                                Dakar
                                    
                                        mercredi, 17:10
                                    
                                            Vendeur vérifié
                                        
                    120 000 F Cfa
                        
                        774901212
                    
                        773611304
                    
                        767499096","https://www.expat-dakar.com/annonce/lenovo-t540p-i5-ram-8-5705644","Venant","Lenovo","","i5 4th","8","500 go hdd ou 128 go ssd","120 000 F Cfa"
"1737995441-721","https://www.expat-dakar.com/ordinateurs?page=20","Lenovo X1 carbone core i7
                                NeufLenovo
                                                                                    Derkle,
                                                                                Dakar
                                    
                                        mercredi, 17:23
                                    
                    290 000 F Cfa
                        
                        779077949
                    
                        769455248","https://www.expat-dakar.com/annonce/lenovo-x1-carbone-core-i7-6263028","Neuf","Lenovo","Gris","Core i7","16go","512go","290 000 F Cfa"
"1737995443-722","https://www.expat-dakar.com/ordinateurs?page=20","MacBook pro m2 2022 512go
                                NeufApple
                                                                                    Derkle,
                                                                                Dakar
                                    
                                        mercredi, 18:18
                                    
                    650 000 F Cfa
                        
                        779077949
                    
                        769455248","https://www.expat-dakar.com/annonce/macbook-pro-m2-2022-512go-6263059","Neuf","Apple","Gris","M2","8go","512go","650 000 F Cfa"
"1737995446-723","https://www.expat-dakar.com/ordinateurs?page=20","Mac Book Air Puce M3
                                NeufApple
                                                                                    Cambérène,
                                                                                Dakar
                                    
                                        mercredi, 20:05
                                    
                    650 000 F Cfa
                        
                        776356194
                    
                        776356194","https://www.expat-dakar.com/annonce/mac-book-air-puce-m3-6263122","Neuf","Apple","Bleu","M3","8","256","650 000 F Cfa"
"1737995448-724","https://www.expat-dakar.com/ordinateurs?page=20","Mac Book Air 15 Pouces Puce M2
                                NeufApple
                                                                                    Cambérène,
                                                                                Dakar
                                    
                                        mercredi, 20:07
                                    
                    650 000 F Cfa
                        
                        776356194
                    
                        776356194","https://www.expat-dakar.com/annonce/mac-book-air-15-pouces-puce-m2-6263126","Neuf","Apple","Gris","M2","8","256","650 000 F Cfa"
"1737995451-725","https://www.expat-dakar.com/ordinateurs?page=20","Mac Book Pro M1 Touch Bar Azerty
                                NeufApple
                                                                                    Cambérène,
                                                                                Dakar
                                    
                                        mercredi, 20:10
                                    
                    500 000 F Cfa
                        
                        776356194
                    
                        776356194","https://www.expat-dakar.com/annonce/mac-book-pro-m1-touch-bar-azerty-6245262","Neuf","Apple","Gris","M1","8","256","500 000 F Cfa"
"1737995453-726","https://www.expat-dakar.com/ordinateurs?page=20","Dell Latitude 5450 Ultra 5 de 14 eme Génération scelle
                                NeufDell
                                                                                    Cambérène,
                                                                                Dakar
                                    
                                        mercredi, 20:15
                                    
                    500 000 F Cfa
                        
                        776356194
                    
                        776356194","https://www.expat-dakar.com/annonce/dell-latitude-5450-ultra-5-de-14-eme-generation-scelle-6252881","Neuf","Dell","Gris","Ultra 5","16","256","500 000 F Cfa"
"1737995455-727","https://www.expat-dakar.com/ordinateurs?page=20","Serveur Nas Synology DS112
                                VenantAutre
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        mercredi, 20:55
                                    
                    185 000 F Cfa
                        
                        775783584","https://www.expat-dakar.com/annonce/serveur-nas-synology-ds112-6123105","Venant","Autre","Blanc","","","2 TB","185 000 F Cfa"
"1737995481-728","https://www.expat-dakar.com/ordinateurs?page=20","Lenovo ThinkPad T490s Tactile Intel Core i7 8e Génération
                                NeufLenovo
                                                                                    Médina,
                                                                                Dakar
                                    
                                        mercredi, 21:18
                                    
                    245 000 F Cfa
                        
                        784459510
                    
                        338421058","https://www.expat-dakar.com/annonce/lenovo-thinkpad-t490s-tactile-intel-core-i7-8e-generation-6260722","Neuf","Lenovo","Noir","i7","32 Go","512 GO SSD","245 000 F Cfa"
"1737995486-729","https://www.expat-dakar.com/ordinateurs?page=19","Dell Précision 3571 Core i7 12e Gen 4Go dédiée
                                VenantDell
                                                                                    Gueule-Tapée,
                                                                                Dakar
                                    
                                        mercredi, 23:53
                                    
                    500 000 F Cfa
                        
                        780126976
                    
                        778637676","https://www.expat-dakar.com/annonce/dell-precision-3571-core-i7-12e-gen-4go-dediee-6263174","Venant","Dell","Gris","Intel Core i7 12e génération","32Go","1000Go SSD","500 000 F Cfa"
"1737995489-730","https://www.expat-dakar.com/ordinateurs?page=19","HP probook 440 g6
                                VenantHP
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        jeudi, 00:01
                                    
                    190 000 F Cfa
                        
                        781459921
                    
                        781459921","https://www.expat-dakar.com/annonce/hp-probook-440-g6-6263176","Venant","HP","Gris","i5","8","256","190 000 F Cfa"
"1737995491-731","https://www.expat-dakar.com/ordinateurs?page=19","Dell Precision 5570 i9- 64GB / 1TB
                                NeufDell
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        jeudi, 03:08
                                    
                    850 000 F Cfa
                        
                        779096699
                    
                        775706666","https://www.expat-dakar.com/annonce/dell-precision-5570-i9-64gb-1tb-6263214","Neuf","Dell","gris","i9","64GB","1TB","850 000 F Cfa"
"1737995494-732","https://www.expat-dakar.com/ordinateurs?page=19","Dell Precision 7000 7680 16"" Mobile Workstation I7 13TH
                                NeufDell
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        jeudi, 03:15
                                    
                    850 000 F Cfa
                        
                        779096699
                    
                        775706666","https://www.expat-dakar.com/annonce/dell-precision-7000-7680-16-mobile-workstation-i7-13th-6263216","Neuf","Dell","GRIS","I7","32GB","1TB","850 000 F Cfa"
"1737995496-733","https://www.expat-dakar.com/ordinateurs?page=19","𝗢𝗥𝗗𝗜𝗡𝗔𝗧𝗘𝗨𝗥 𝗗𝗘 𝗕𝗨𝗥𝗘𝗔𝗨 𝗛𝗣 𝗘𝗟𝗜𝗧𝗘𝗗𝗘𝗦𝗞 𝟴𝟬𝟬 𝗚𝟯 | 𝗖𝗢𝗥𝗘 𝗜𝟱
                                VenantHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 06:46
                                    
                                            Vendeur vérifié
                                        
                    135 000 F Cfa
                        
                        778852222
                    
                        775126800
                    
                        771590000","https://www.expat-dakar.com/annonce/listing-6145957-6145957","Venant","HP","","i5","8 Go","500 Go","135 000 F Cfa"
"1737995498-734","https://www.expat-dakar.com/ordinateurs?page=19","MACBOOK PRO RETINA 2013 | i7 | 15''
                                VenantApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 06:47
                                    
                                            Vendeur vérifié
                                        
                    170 000 F Cfa
                        
                        778852222
                    
                        775126800
                    
                        771590000","https://www.expat-dakar.com/annonce/macbook-pro-retina-2013-i7-15-6237226","Venant","Apple","","i7","8 Go","500 Go","170 000 F Cfa"
"1737995501-735","https://www.expat-dakar.com/ordinateurs?page=19","MACBOOK PRO | 2011| i5 | 13″
                                VenantApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 06:49
                                    
                                            Vendeur vérifié
                                        
                    110 000 F Cfa
                        
                        778852222
                    
                        775126800
                    
                        771590000","https://www.expat-dakar.com/annonce/macbook-pro-2011-i5-13-6240116","Venant","Apple","","Dual core","8 Go","500 Go","110 000 F Cfa"
"1737995503-736","https://www.expat-dakar.com/ordinateurs?page=19","MacBoo Air 13"" (2022)
                                NeufApple
                                                                                    Sicap Sacré-cœur,
                                                                                Dakar
                                    
                                        jeudi, 07:25
                                    
                    525 000 F Cfa
                        
                        769454291
                    
                        773742761
                    
                        778557676","https://www.expat-dakar.com/annonce/macboo-air-13-2022-6261603","Neuf","Apple","Blue de nuit","M2","8GB","256 Go","525 000 F Cfa"
"1737995506-737","https://www.expat-dakar.com/ordinateurs?page=19","dell 3189 Duo core ram 8
                                VenantDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 07:59
                                    
                                            Vendeur vérifié
                                        
                    95 000 F Cfa
                        
                        774901212
                    
                        773611304
                    
                        767499096","https://www.expat-dakar.com/annonce/dell-3189-duo-core-ram-8-6037120","Venant","Dell","","duo core","8","128 go ssd","95 000 F Cfa"
"1737995512-738","https://www.expat-dakar.com/ordinateurs?page=18","Acer travelmate 10th Génération I5 ram 8giga ssd 256Go
                                VenantAcer
                                                                                    Almadies,
                                                                                Dakar
                                    
                                        jeudi, 08:22
                                    
                    250 000 F Cfa
                        
                        785329088","https://www.expat-dakar.com/annonce/acer-travelmate-10th-generation-i5-ram-8giga-ssd-256go-6263136","Venant","Acer","Gris","Core i5","8Go","Ssd 256Go","250 000 F Cfa"
"1737995514-739","https://www.expat-dakar.com/ordinateurs?page=18","MacBook Air M2 2023
                                VenantApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 08:27
                                    
                    750 000 F Cfa
                        
                        778871066","https://www.expat-dakar.com/annonce/macbook-air-m2-2023-6153058","Venant","Apple","Bleu","","8","256","750 000 F Cfa"
"1737995516-740","https://www.expat-dakar.com/ordinateurs?page=18","PROCESSEURS INTEL i9, i7, RAM 16G DDR4
                                VenantAutre
                                                                                    Liberte 5,
                                                                                Dakar
                                    
                                        jeudi, 09:34
                                    
                    170 000 F Cfa
                        
                        778493076","https://www.expat-dakar.com/annonce/processeurs-intel-i9-i7-ram-16g-ddr4-6263497","Venant","Autre","","","","","170 000 F Cfa"
"1737995519-741","https://www.expat-dakar.com/ordinateurs?page=18","Dell Latitude 7640 treizième génération
                                VenantDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 09:48
                                    
                    450 000 F Cfa
                        
                        774563030","https://www.expat-dakar.com/annonce/dell-latitude-7640-treizieme-generation-6263503","Venant","Dell","Grise","I7 treizième génération","16go","512go","450 000 F Cfa"
"1737995521-742","https://www.expat-dakar.com/ordinateurs?page=18","Hp probook 440 G6
                                NeufHP
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        jeudi, 10:31
                                    
                    190 000 F Cfa
                        
                        781575574","https://www.expat-dakar.com/annonce/hp-probook-440-g6-6258782","Neuf","HP","","I5","8","256","190 000 F Cfa"
"1737995524-743","https://www.expat-dakar.com/ordinateurs?page=18","💻 HP ZBOOK FIREFLY 14 G9
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        vendredi, 12:28
                                    
                    650 000 F Cfa
                        
                        785998989","https://www.expat-dakar.com/annonce/hp-zbook-firefly-14-g9-6258611","Neuf","HP","","Intel Core i7 12th","16GB","512GB SSD","650 000 F Cfa"
"1737995526-744","https://www.expat-dakar.com/ordinateurs?page=18","ORDINATEUR PORTABLE HP 15-DW1495  15'6 IC 4G 1T SATA
                                NeufHP
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        jeudi, 10:39
                                    
                                            Vendeur vérifié
                                        
                    218 500 F Cfa
                        
                        786374400","https://www.expat-dakar.com/annonce/ordinateur-portable-hp-15-dw1495-156-ic-4g-1t-sata-6263574","Neuf","HP","SATA","","","","218 500 F Cfa"
"1737995529-745","https://www.expat-dakar.com/ordinateurs?page=18","Dell core i5 8th ssd 256g ram 16g
                                VenantDell
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        jeudi, 11:47
                                    
                    165 000 F Cfa
                        
                        776661568","https://www.expat-dakar.com/annonce/dell-core-i5-8th-ssd-256g-ram-16g-6263704","Venant","Dell","","","","","165 000 F Cfa"
"1737995532-746","https://www.expat-dakar.com/ordinateurs?page=18","HP EliteBook 830 G5 - Performance et connectivité
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 11:49
                                    
                    190 000 F Cfa
                        
                        775771508","https://www.expat-dakar.com/annonce/hp-elitebook-830-g5-performance-et-connectivite-6263687","Neuf","HP","","","","","190 000 F Cfa"
"1737995537-747","https://www.expat-dakar.com/ordinateurs?page=17","Lenovo Thinkpad P16s Gen2 Corei7 Ram32 Rtx 4Giga
                                NeufLenovo
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 12:21
                                    
                    700 000 F Cfa
                        
                        772469375
                    
                        338428630","https://www.expat-dakar.com/annonce/lenovo-thinkpad-p16s-gen2-corei7-ram32-rtx-4giga-6263755","Neuf","Lenovo","Noire","Corei7","32","512Giga ssd","700 000 F Cfa"
"1737995539-748","https://www.expat-dakar.com/ordinateurs?page=17","Hp elite x2 1012 g2 2 in 1 neuf
                                NeufHP
                                                                                    Amitié,
                                                                                Dakar
                                    
                                        jeudi, 12:28
                                    
                    180 000 F Cfa
                        
                        777220605","https://www.expat-dakar.com/annonce/hp-elite-x2-1012-g2-2-in-1-neuf-6263780","Neuf","HP","","","","","180 000 F Cfa"
"1737995542-749","https://www.expat-dakar.com/ordinateurs?page=17","Dell latitude 7340 i7 13 pouces
                                NeufDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 12:31
                                    
                    450 000 F Cfa
                        
                        774479547
                    
                        774479547","https://www.expat-dakar.com/annonce/dell-latitude-7340-i7-13-pouces-6253169","Neuf","Dell","Gris sidéral","i7","16 Go","512 SSD","450 000 F Cfa"
"1737995544-750","https://www.expat-dakar.com/ordinateurs?page=17","Hp EliteBook 1040 g7 i7 x 360 yoga(14 pouces)
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 12:32
                                    
                    365 000 F Cfa
                        
                        774479547
                    
                        774479547","https://www.expat-dakar.com/annonce/hp-elitebook-1040-g7-i7-x-360-yoga14-pouces-6109308","Neuf","HP","Gris argenté","i7","16Go","512 SSD","365 000 F Cfa"
"1737995547-751","https://www.expat-dakar.com/ordinateurs?page=17","MacBook Air M2 (2022)
                                VenantApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 12:32
                                    
                    520 000 F Cfa
                        
                        774479547
                    
                        774479547","https://www.expat-dakar.com/annonce/macbook-air-m2-2022-6225317","Venant","Apple","STARLIGTH","M2","8Go","256 SSD","520 000 F Cfa"
"1737995549-752","https://www.expat-dakar.com/ordinateurs?page=17","Hp EliteBook 1030 X 360 g2 i5 7th  génération
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 12:32
                                    
                    225 000 F Cfa
                        
                        774479547
                    
                        774479547","https://www.expat-dakar.com/annonce/hp-elitebook-1030-x-360-g2-i5-7th-generation-6101611","Neuf","HP","Gris argenté","i5","8Go","256 SSD","225 000 F Cfa"
"1737995552-753","https://www.expat-dakar.com/ordinateurs?page=17","Promo☄️Hp EliteBook 840 Corei5 256ssd Ram8
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 12:35
                                    
                    150 000 F Cfa
                        
                        772469375
                    
                        338428630","https://www.expat-dakar.com/annonce/promohp-elitebook-840-corei5-256ssd-ram8-6263790","Neuf","HP","Grise","Corei5","8","256Giga ssd","150 000 F Cfa"
"1737995554-754","https://www.expat-dakar.com/ordinateurs?page=17","💻 HP EliteBook 830 G10 X360
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 12:56
                                    
                    675 000 F Cfa
                        
                        785998989","https://www.expat-dakar.com/annonce/hp-elitebook-830-g10-x360-6263813","Neuf","HP","","Intel Core i7 13th","32GB DDR5","512GB SSD","675 000 F Cfa"
"1737995556-755","https://www.expat-dakar.com/ordinateurs?page=17","✅ Lenovo Gamer  P14S- i7.11th- 32Go Ram- 500Go Ssd
                                VenantLenovo
                                                                                    Hlm,
                                                                                Dakar
                                    
                                        vendredi, 20:52
                                    
                    400 000 F Cfa
                        
                        779665156
                    
                        775131165
                    
                        338247406","https://www.expat-dakar.com/annonce/lenovo-gamer-p14s-i711th-32go-ram-500go-ssd-6263814","Venant","Lenovo","NOIR  ✅","CORE i7 ✅","32 GO ✅","500 GO SSD ✅","400 000 F Cfa"
"1737995561-756","https://www.expat-dakar.com/ordinateurs?page=16","✅Dell Gamer Pro i7✅ NVIDIA RTX 12Go - 32GO RAM
                                VenantDell
                                                                                    Hlm,
                                                                                Dakar
                                    
                                        jeudi, 15:09
                                    
                    750 000 F Cfa
                        
                        779665156
                    
                        775131165
                    
                        338247406","https://www.expat-dakar.com/annonce/dell-gamer-pro-i7-nvidia-rtx-12go-32go-ram-6263968","Venant","Dell","NOIR  ✅","CORE i7 ✅","32 GO ✅","500 GO SSD ✅","750 000 F Cfa"
"1737995564-757","https://www.expat-dakar.com/ordinateurs?page=16","✅ Hp Zbook- i7- Nvidia- 16Go Ram - 500Go Ssd
                                VenantHP
                                                                                    Hlm,
                                                                                Dakar
                                    
                                        jeudi, 15:18
                                    
                    275 000 F Cfa
                        
                        779665156
                    
                        775131165
                    
                        338247406","https://www.expat-dakar.com/annonce/hp-zbook-i7-nvidia-16go-ram-500go-ssd-6263983","Venant","HP","NOIR  ✅","CORE i7 ✅","16 GO ✅","500 GO SSD ✅","275 000 F Cfa"
"1737995566-758","https://www.expat-dakar.com/ordinateurs?page=16","Lenovo T14
                                VenantLenovo
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        jeudi, 15:27
                                    
                    220 000 F Cfa
                        
                        775102924
                    
                        774736944
                    
                        771425456","https://www.expat-dakar.com/annonce/lenovo-t14-6263996","Venant","Lenovo","Noir","Core i7","16Go","512Go","220 000 F Cfa"
"1737995569-759","https://www.expat-dakar.com/ordinateurs?page=16","Microsoft Surface Laptop Snapdragon X Élite
                                NeufMicrosoft Surface
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 15:41
                                    
                    950 000 F Cfa
                        
                        785998989","https://www.expat-dakar.com/annonce/microsoft-surface-laptop-snapdragon-x-elite-6264009","Neuf","Microsoft Surface","","Snapdragon X Élite","16GB","512GB SSD","950 000 F Cfa"
"1737995571-760","https://www.expat-dakar.com/ordinateurs?page=16","Microsoft Surface Laptop Snapdragon X Plus
                                NeufMicrosoft Surface
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 16:13
                                    
                    850 000 F Cfa
                        
                        785998989","https://www.expat-dakar.com/annonce/microsoft-surface-laptop-snapdragon-x-plus-6264059","Neuf","Microsoft Surface","","Snapdragon X Plus","16GB","512GB SSD","850 000 F Cfa"
"1737995574-761","https://www.expat-dakar.com/ordinateurs?page=16","iMac 2021 M1  24 pouces 256SSD Ram8 scellé
                                NeufApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 16:35
                                    
                                            Vendeur vérifié
                                        
                    750 000 F Cfa
                        
                        768424949
                    
                        777605183
                    
                        768424949","https://www.expat-dakar.com/annonce/imac-2021-m1-24-pouces-256ssd-ram8-scelle-6247648","Neuf","Apple","","M1","","256","750 000 F Cfa"
"1737995577-762","https://www.expat-dakar.com/ordinateurs?page=16","Surface pro 7
                                NeufMicrosoft Surface
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        jeudi, 16:35
                                    
                    280 000 F Cfa
                        
                        785430979
                    
                        786638546","https://www.expat-dakar.com/annonce/surface-pro-7-6264079","Neuf","Microsoft Surface","Gris","Icor 5","4","128","280 000 F Cfa"
"1737995579-763","https://www.expat-dakar.com/ordinateurs?page=16","MacBook Air m2 disk 256 ram 8
                                NeufApple
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        jeudi, 16:59
                                    
                    450 000 F Cfa
                        
                        785430979
                    
                        786638546","https://www.expat-dakar.com/annonce/macbook-air-m2-disk-256-ram-8-6264091","Neuf","Apple","Gris","M2","8","256","450 000 F Cfa"
"1737995582-764","https://www.expat-dakar.com/ordinateurs?page=16","MacBook Air M2 2022 Puce M2 descelle
                                NeufApple
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        jeudi, 17:03
                                    
                    550 000 F Cfa
                        
                        785430979
                    
                        786638546","https://www.expat-dakar.com/annonce/macbook-air-m2-2022-puce-m2-descelle-6264106","Neuf","Apple","Gris","M2","8","256","550 000 F Cfa"
"1737995587-765","https://www.expat-dakar.com/ordinateurs?page=15","HP Elitebook 830 G7 cor i5
                                NeufHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 17:55
                                    
                    320 000 F Cfa
                        
                        772241985
                    
                        774836565","https://www.expat-dakar.com/annonce/hp-elitebook-830-g7-cor-i5-6164366","Neuf","HP","Aluminium","Intel cor i5 de 10th gen","16g DDR4","512ssd NvMe M2","320 000 F Cfa"
"1737995590-766","https://www.expat-dakar.com/ordinateurs?page=15","LENOVO THINKPAD T14 I7/16GO/512SSD
                                NeufLenovo
                                                                                    Médina,
                                                                                Dakar
                                    
                                        samedi, 12:10
                                    
                    350 000 F Cfa
                        
                        775350110","https://www.expat-dakar.com/annonce/lenovo-thinkpad-t14-i716go512ssd-6264167","Neuf","Lenovo","NOIR","I7","16GO","512SSD","350 000 F Cfa"
"1737995593-767","https://www.expat-dakar.com/ordinateurs?page=15","MAC BOOK AIR 2015 I i5
                                VenantApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 18:48
                                    
                                            Vendeur vérifié
                                        
                    135 000 F Cfa
                        
                        778254000
                    
                        777779191
                    
                        338221257","https://www.expat-dakar.com/annonce/mac-book-air-2015-i-i5-6004107","Venant","Apple","GRIS","Cor i5","8 Go","128SSD","135 000 F Cfa"
"1737995595-768","https://www.expat-dakar.com/ordinateurs?page=15","HP PRODESK 400 G4 / 7ieme
                                VenantHP
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 18:48
                                    
                                            Vendeur vérifié
                                        
                    115 000 F Cfa
                        
                        778254000
                    
                        777779191
                    
                        338221257","https://www.expat-dakar.com/annonce/hp-prodesk-400-g4-7ieme-5821426","Venant","HP","noir et gris","cor i5","8 Go","500 Go","115 000 F Cfa"
"1737995599-769","https://www.expat-dakar.com/ordinateurs?page=15","MacBook Air M3 (2024) disque dur 512 Go SSD Ram 8Go
                                NeufApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        samedi, 05:41
                                    
                    800 000 F Cfa
                        
                        784459510
                    
                        338421058","https://www.expat-dakar.com/annonce/macbook-air-m3-2024-disque-dur-512-go-ssd-ram-8go-6264183","Neuf","Apple","","M3","8Go","512 Go SSD","800 000 F Cfa"
"1737995601-770","https://www.expat-dakar.com/ordinateurs?page=15","DELL LATITUDE 5320 I7-11GEN/32GO/512SSD
                                NeufDell
                                                                                    Médina,
                                                                                Dakar
                                    
                                        jeudi, 19:18
                                    
                    400 000 F Cfa
                        
                        775350110","https://www.expat-dakar.com/annonce/dell-latitude-5320-i7-11gen32go512ssd-6264190","Neuf","Dell","GRIS","I7","32GO","512SSD","400 000 F Cfa"
"1737995604-771","https://www.expat-dakar.com/ordinateurs?page=15","Gamer MSI GF65 Thin .
                                VenantMSI
                                                                                    Hlm,
                                                                                Dakar
                                    
                                        jeudi, 21:59
                                    
                    450 000 F Cfa
                        
                        771510586","https://www.expat-dakar.com/annonce/gamer-msi-gf65-thin-6264252","Venant","MSI","Noir","I7 10th","32go","512GB","450 000 F Cfa"
"1737995607-772","https://www.expat-dakar.com/ordinateurs?page=15","𝗠𝗔𝗖𝗕𝗢𝗢𝗞 𝗣𝗥𝗢 𝟮𝟬𝟭𝟮 | 𝗶𝟱 | 𝟭𝟯''
                                VenantApple
                                                                                    Médina,
                                                                                Dakar
                                    
                                        vendredi, 07:24
                                    
                                            Vendeur vérifié
                                        
                    120 000 F Cfa
                        
                        778852222
                    
                        775126800
                    
                        771590000","https://www.expat-dakar.com/annonce/listing-6240128-6240128","Venant","Apple","","i5","8 Go","500 Go","120 000 F Cfa"
